"AgeI"	"ApoI"	"BsrFI"	"EcoRI"	"FatI"	"KpnI"	"MluCI"	"MseI"	"MspI"	"NcoI"	"NgoMIV"	"NotI"	"NsiI"	"NspI"	"PciI"	"PstI"	"SbfI"	"SgrAI"
"Bomter"	29029	839166	95210	89447	519901	15882	2776707	2044516	314255	22013	19687	1576	66968	139800	55344	28128	1047	6879
"Apimel"	22301	1189260	76405	92060	376449	7113	3883237	2788582	262482	13923	18382	1938	62712	94654	37837	12667	484	5220
"Nasvit"	19831	683677	121566	72858	549197	15083	2201333	1621495	439047	16789	45391	4911	75374	164068	45060	88801	2054	13746
"Dromel"	8793	323165	61841	35738	393619	8588	1221086	978648	244336	23883	25874	1309	43872	109141	29618	47038	1940	5218
"Lutlon"	4146	786669	22710	58105	387650	9116	2284618	1501276	162605	19454	8128	183	41904	74104	23702	22398	995	1445
"Phlpap"	48029	2019358	81719	145845	876339	22527	5617686	3678388	390215	37775	8832	207	88697	172843	73243	48045	1239	7348
"Anogam"	62208	613093	244523	62307	1035441	35165	2163094	1663569	911897	42271	60908	4272	100316	278055	72353	80911	3534	17286
"Culqui"	62208	613093	244523	62307	1035441	35165	2163094	1663569	911897	42271	60908	4272	100316	278055	72353	80911	3534	17286
"Aedaeg"	154096	5476433	454428	711515	4446671	148914	14414067	8402335	2130254	186143	97719	2919	402211	1043538	366292	238634	12812	25914
"Maydes"	12791	758654	42450	82488	487446	6809	2304061	1129823	139974	16010	8245	395	88867	114169	39451	10224	282	1867
"Helmel"	17096	890281	59196	100008	605966	27074	3478729	3407874	205382	17664	16573	2078	65300	182598	82521	25192	952	4729
"Danple"	19289	897031	68370	67738	661278	16723	3505209	3645188	240209	21866	16789	1659	64697	179555	90844	26351	815	4466
"Bommor"	73353	1140768	193172	104212	1103064	144697	4451263	4168892	756898	60265	39513	4775	124287	284426	125290	52151	1824	21464
"Mansex"	40872	1104735	162367	92192	1096427	40552	4504910	4126777	519940	33176	53426	4107	115045	290101	118002	57509	1758	11928
"Acypis"	51630	1822247	141642	122588	1141011	118998	7495016	6813177	496593	41203	25554	3400	171324	306942	136038	96357	3092	10051
"Rhopro"	28653	2137705	102239	172376	1239135	42913	7257180	6474523	530726	42672	32987	902	127215	292512	120099	92849	2923	3618
"Pedhum"	8460	722639	16628	27104	151193	6112	1954619	1667752	110492	4313	1938	232	17517	36317	16291	3582	151	722
"Dappul"	17386	483328	76609	56843	455607	11126	1471502	997148	312398	24616	24017	1784	32885	105192	42798	30373	1186	5003
"Lepsal"	39009	2927482	86130	186435	2173493	44007	11173409	9205929	421967	91089	10802	303	239563	444007	204922	83331	2795	3063
"Strmar"	19003	724818	50864	54094	559961	21803	2357872	1714419	204559	23505	8664	1592	60913	153244	58946	32681	908	2105
"Teturt"	5347	294945	11136	20137	292244	3461	1287200	997691	38029	9451	744	42	23087	40147	20484	6090	175	321
"Vardes"	31915	514121	133117	63227	899107	31270	1962857	1783074	396079	31903	35610	3134	89321	257145	85472	67709	2353	7605
"Metocc"	23447	276877	117392	95263	509641	15854	656448	194369	615553	31554	39343	3533	30700	93746	21136	35807	1785	10646
"Ixosca"	273590	3279409	1226499	417055	6366985	215842	10809035	9028557	4378897	288461	338831	39296	504852	1823402	455707	581540	20159	117003
"Caeele"	6944	617001	29852	41350	249487	6648	1565603	738702	144007	9180	5765	349	21792	59702	23141	12142	280	1578
"Hetbac"	4111	239566	11478	24122	213434	4811	903183	773713	45717	7060	1953	126	28377	50734	19248	10042	227	419
"Strrat"	4205	287259	16327	7665	109890	2695	996220	945629	54580	3517	1702	157	12374	23953	12232	3600	174	1316
"Pripac"	13486	298176	48755	58980	421253	12668	1076554	480040	221449	17233	12133	1249	38540	88174	24062	35504	1865	2851
"Ascsuu"	20385	986844	61197	104866	779780	15157	2707700	1686763	232998	19452	11664	817	134511	196448	46951	61098	1173	2872
"Brumal"	5967	470743	11721	30579	243415	7706	1498436	1085131	54472	5648	1113	37	41034	57025	17982	15958	439	404
"Wucban"	5247	467665	10041	29754	198838	4649	1473177	1009836	47712	4279	840	46	38199	51088	16642	10525	175	341
"Loaloa"	6395	470050	12622	34966	237201	5888	1466161	972238	63891	5872	1141	44	39370	57849	19138	11829	221	397
"Oncvol"	1536	137207	4179	11069	77815	1392	413277	259888	17875	1936	756	44	11546	18581	5516	3879	100	159
"Melinc"	6201	612426	17150	24388	125941	6862	1680512	1270092	104591	5123	3606	173	12582	31637	13436	6403	241	421
"Hetgly"	9430	561453	39278	32148	173601	6745	1538951	840796	172412	12410	11340	741	20557	37383	11441	7898	217	4586
"Burxyl"	7661	342095	33826	26335	204422	5712	826590	351969	164107	11610	10997	583	13250	43913	17163	10870	364	1603
"Trispi"	5122	288918	21107	18808	179417	2494	915273	520775	61537	4482	5507	228	31164	54300	14953	11939	212	1502
"Triadh"	7323	294488	16879	24550	306906	6674	1275676	1020262	49601	11101	2170	66	36792	66359	23153	17414	346	429
"Capowc"	2456	19390	21145	4383	113776	2120	61491	19698	61236	6363	8731	1134	6215	29400	5265	15576	508	2195
"Gonpro"	6826	49383	32783	12257	176173	8051	162363	69700	140717	11545	9402	905	9030	39489	11015	16845	1674	3963
"Batden"	1138	38027	3496	7294	127075	1417	153236	102238	12705	4598	500	19	16903	30813	9367	7551	109	122
"Hompol"	1291	9424	10977	4436	131162	1373	35570	21350	26069	7077	4336	445	13138	33298	5486	18992	401	703
"Spipun"	3575	25647	13362	6169	108626	3985	92410	54935	51663	6390	2942	258	8074	26392	7225	7124	311	892
"Pir_sp"	2757	186478	4777	10899	71411	2873	807154	774916	14466	3912	129	6	7485	11520	6070	1214	28	159
"Allmac"	12783	21459	106093	6037	261333	11146	79746	21526	281037	28377	44604	10371	8144	53540	8511	23975	1383	13758
"Catang"	4845	14102	37508	4595	213347	5073	65525	19665	106050	18157	15811	3246	10818	48987	10976	9398	425	3531
"Concor"	885	152941	2120	8151	49790	1616	602363	616788	7641	1725	193	4	6959	10923	4219	2840	88	70
"Phybla"	3294	91500	10709	12915	168413	4966	418682	351748	40998	8610	1709	59	16985	44603	16629	8042	223	453
"Muccir"	1916	56604	7017	9315	201553	5858	206428	116403	21544	11552	1493	83	15430	49243	16609	8816	161	371
"Coerev"	1803	25672	10270	3722	83278	2140	105794	92511	30941	4653	3270	326	7390	26047	6675	10216	255	1059
"Morelo"	5220	25415	20406	6683	203293	7259	131579	88587	73997	16108	4557	304	12495	41349	10950	14184	905	1787
"Vavcul"	1360	12350	2996	973	25367	772	47407	35432	7274	870	297	5	2548	7325	2128	1450	52	103
"Hamtva"	675	81749	1262	4822	25505	440	229381	195153	5548	671	101	1	3450	6207	2832	595	13	31
"Edhaed"	1320	367570	2518	13315	98547	947	1058661	855001	10086	1385	193	7	19877	26980	13578	1850	24	68
"Nempar"	164	8901	727	1143	12208	141	37729	35231	3122	587	186	6	2382	3680	808	1243	31	24
"Annalg"	300	79225	786	4524	30025	654	271297	266795	4116	1118	119	6	5458	6277	2953	964	23	23
"Enccun"	100	1880	537	501	9760	161	5210	4932	4488	720	167	4	976	2248	519	1173	45	29
"Entbie"	191	16048	927	1022	12257	129	55231	41826	5302	755	300	18	1726	2760	913	580	28	80
"Noscer"	219	48234	594	1348	15531	243	150196	151191	2390	337	64	0	2488	5024	2430	512	12	18
"Vitcor"	91	8779	444	844	10498	131	26094	24942	1699	537	87	0	1564	2986	766	783	21	24
"Sphste"	14036	184712	53606	39222	523239	15641	672281	457538	217136	30948	13287	869	45227	115581	34807	37014	2226	4051
"Jaaarg"	5402	43453	19859	12031	166631	6613	139848	60468	83775	12203	4407	252	10056	31355	8884	11096	648	1749
"Agabis"	4664	44061	16343	9459	123426	4078	141313	76175	67583	7190	3482	288	8018	24948	7757	6683	327	1223
"Hypsub"	5400	58131	35025	12317	197428	6542	192475	90215	131351	12159	13191	1365	14447	50433	12015	18039	1068	5676
"Galmar"	7584	96501	31849	18382	217252	8214	292635	165859	126638	14519	8326	464	13366	45458	12339	17087	1095	2694
"Amamus"	4999	42338	18248	9929	160476	4958	142678	79430	71743	9377	4106	307	11055	35007	10149	11297	527	1331
"Ompole"	3978	37613	14063	9264	111055	4235	118293	51251	56918	5607	3079	162	7826	23926	6810	9163	416	1150
"Pleost"	4072	29714	19239	9304	141877	5236	101972	51044	83232	9819	5633	464	8997	30558	7997	9800	517	2038
"Gymlux"	7582	112604	27062	21341	258672	8957	355442	183067	115622	14387	5801	307	22112	56126	16283	23396	1013	1776
"Lacbic"	9661	91496	25776	17027	262853	7708	278997	136943	100777	18197	5433	374	16867	54901	16247	16904	1311	1643
"Plicri"	5520	28121	27205	6625	142083	4822	88536	40059	103430	8210	8474	918	10061	37825	7771	13667	787	3745
"Monper"	4476	32555	15101	7896	108608	5136	102406	55058	63711	6663	3140	183	7055	22570	6549	7313	378	1106
"Copcin"	5764	32343	22033	11218	131697	6840	105279	58224	92551	11047	4850	333	6670	25360	6725	9985	630	2226
"Schcom"	5142	17964	38139	6016	163663	5533	57990	22348	134735	9711	14641	1153	8086	40525	7187	16599	1082	5581
"Hebcyl"	5209	58863	18618	13422	147533	5189	172216	84892	82125	10990	4300	375	9800	28785	7616	9100	570	1789
"Pilcro"	5576	79606	21818	13278	243679	7241	270165	143375	92388	14993	5022	358	18973	55736	15936	17016	810	1520
"Sclcit"	6935	49621	20946	13048	290311	8281	171055	91501	90208	19538	4369	282	19691	66253	17548	21282	1161	1751
"Pismic"	6643	44251	21605	10709	270033	8345	146400	71235	89475	16826	4141	287	18558	62670	16563	20377	1152	1708
"Serlac"	5006	49720	15691	9198	194865	5370	177289	107535	62649	13187	2734	159	13102	42263	13861	14182	612	1112
"Conput"	6127	26959	31239	6883	196461	6148	95178	64819	117645	11750	9806	752	12778	47703	11429	14649	764	4031
"Paxrub"	3481	54516	12626	13020	310836	7965	182311	87796	71073	21906	2671	243	21565	67545	19633	20235	1149	1045
"Hydpin"	5167	29642	19881	7558	157049	5791	98885	55990	83167	9875	4771	332	9504	35033	9031	12549	674	1934
"Suilut"	4144	45339	15040	9931	186880	5149	149102	79196	61852	10166	3443	277	13763	42424	10718	14333	838	1186
"Aurdel"	10881	36626	90245	11563	296253	10308	116947	54419	329771	18274	37994	5170	14935	77565	12006	35989	2373	13828
"Glotra"	5984	23131	29162	7199	149624	6432	82762	44203	121998	9719	8911	515	9756	35055	7893	15490	931	3393
"Hetirr"	3752	27880	22212	6479	149707	4035	95794	46667	84172	8699	7812	932	9927	34440	7708	11287	706	2993
"Stehir"	7342	34411	29709	9736	190196	6183	112278	51974	118570	11794	7366	505	12078	40268	9966	12476	615	3307
"Tulcal"	9076	52327	38025	14461	184533	8774	164997	97845	161973	13741	9616	679	10334	38585	9283	13991	831	3194
"Botbot"	5889	44156	33938	9708	186222	6530	134461	76958	137283	13502	11346	1096	11996	43248	9045	15022	827	4200
"Sebver"	5162	38349	23475	9690	136227	5868	130346	72762	85128	8806	6117	364	9961	29747	7390	7610	368	1719
"Pirind"	3660	21418	15605	5857	97242	3579	73337	29508	56973	7221	4081	260	6458	20723	4815	6933	288	1236
"Fommed"	3167	67183	11912	14381	174090	4592	308747	280403	60755	5757	2707	261	17178	50700	19377	11577	432	814
"Phlgig"	4513	19428	26387	5283	132497	4988	64531	32912	93802	8014	9648	1443	7240	33043	7359	13541	867	3805
"Fibrad"	3785	26982	18372	6755	133132	3594	92140	41564	74756	7035	5641	598	9232	32455	7483	11548	586	1970
"Dicsqu"	6321	17810	33739	5946	184387	6918	65489	27809	141543	11065	10817	1321	10199	44818	9635	16472	1059	3673
"Ganluc"	7523	22013	40498	7177	191288	7374	73436	46159	172437	13395	13347	1899	10662	45796	9760	15672	1070	4630
"Wolcoc"	7376	31119	37038	8503	266237	7808	125743	68093	133804	13749	11735	1448	19324	70181	16965	22036	1242	4402
"Traver"	7343	18566	44189	5942	190891	7790	61066	32399	181544	11408	15743	2593	10273	51822	10275	19942	1387	6172
"Pospla"	11110	39790	60966	12330	342246	11068	154460	73502	221935	18192	20154	2315	21447	87320	17679	30929	1912	6239
"Fompin"	6639	16613	36466	5734	194015	7197	62967	27343	144706	11153	11949	1547	12002	49368	9529	17804	1198	4611
"Cersub"	5802	27392	30080	7875	182615	5979	95876	36351	126502	9165	9757	1083	12426	48020	10695	17209	1099	3581
"Bjeadu"	6059	29255	33057	8611	172055	6739	94773	37594	130422	11265	10953	1357	8583	41086	9665	15082	933	4117
"Punstr"	6737	18032	36545	6079	153022	5689	59419	29874	139244	9544	12058	873	9641	36491	7143	11558	769	5009
"Phlbre"	6971	35079	32822	9456	218927	6915	123100	66099	122854	11135	9917	1006	14687	56773	12669	22789	1259	3732
"Phacar"	6873	30507	38189	7325	204712	6807	104213	64250	134559	11084	12889	1285	11771	54868	11640	20653	1220	4363
"Triasa"	4083	5906	34290	2239	115571	3779	22313	17038	111478	7707	14476	1417	6698	29650	4730	12204	792	4647
"Crygat"	2581	16026	10987	3481	69127	2634	59990	40022	36354	4199	2606	184	4937	14891	4149	4489	212	869
"Tremes"	4305	29672	12367	7773	119438	4482	101297	43092	52975	6395	1814	106	6691	23895	9362	4834	282	906
"Dac_sp"	4405	17358	19936	5326	137501	4266	65230	32650	82572	7479	5468	315	8380	33708	7619	11060	655	1832
"Walseb"	1046	17342	2639	3201	25923	1188	71788	50320	7865	1208	267	27	2589	5829	1794	1946	56	217
"Usthor"	2757	10787	13823	3211	84838	2627	37490	18117	40777	4869	3769	170	5297	20830	4357	8834	301	1204
"Malglo"	931	7374	6609	1799	61901	925	23313	9859	18626	3320	2456	194	4880	17996	3304	3224	150	676
"Mixosm"	1883	6399	14518	2039	63463	1372	22772	4634	38897	2741	5732	283	3830	16696	2333	8354	359	1093
"Rhotor"	3312	3229	26150	1494	52791	2248	11682	5196	75413	2472	11007	733	1437	14677	1894	8466	610	3009
"Rhoglu"	3196	3098	25825	1397	52703	2311	11828	6105	73962	2484	10765	739	1361	14811	1953	8257	588	2996
"Sporos"	4351	16819	13565	6246	40645	4421	43056	7569	60972	1696	2547	172	1195	8256	2247	4868	179	952
"Micvio"	5081	17170	26690	5042	85950	4036	58286	24386	90667	5422	8410	594	3642	19539	4240	7137	381	3186
"Pucgra"	11181	179377	42433	29250	316747	16812	563039	300662	167099	17476	10624	360	21616	71575	29401	17388	1377	2757
"Mellar"	11442	204257	32616	33598	373270	11592	692671	382570	134061	16023	5700	404	24591	80107	34556	15256	776	2175
"Croque"	4945	110345	15455	16394	254707	6836	384635	234432	60708	12672	2952	136	14511	62376	25332	10552	461	962
"Schjap"	1682	17498	6009	3669	38125	1254	70894	54187	19354	2065	1218	65	3074	9504	2774	2778	75	391
"Saicom"	2798	8948	12298	2976	53277	2786	31165	18748	43715	3585	3198	232	2497	11062	2725	3122	100	1551
"Tapdef"	2075	15263	9528	4042	61683	2121	53996	13547	36159	3695	2731	126	3442	12829	3470	5830	308	666
"Thelan"	3061	19877	20469	5782	87897	2954	65172	27276	81128	6715	7427	725	4915	17764	3572	8180	468	2017
"Mel_sp"	7203	65793	53483	11407	222995	9331	347538	414288	197563	17404	21799	1608	10917	49373	10917	22826	1816	5384
"Conapo"	3924	16866	29177	4626	110712	4049	66758	74927	98979	7472	10962	1022	5272	25171	4803	11947	562	2856
"Artoli"	6714	72954	25847	15057	141110	7803	237666	178354	101407	9663	6095	310	16453	34397	9631	10279	582	1753
"Tubmel"	32406	145974	75775	34620	502319	25037	570497	434560	282340	30722	11565	496	25815	102135	35284	29305	1960	3776
"Dalesc"	5127	43902	24989	9382	130019	12469	167684	144827	97726	7953	7282	529	9463	31074	9973	7808	377	2072
"Hyp_sp"	5458	82217	26539	10644	152313	10999	422444	596072	100888	9595	8165	554	10028	36619	12832	9003	513	2039
"Colglo"	7944	38855	57852	11093	259392	9728	136246	69151	201719	18510	22406	1569	11782	56134	12075	22487	1219	6358
"Glogra"	7004	30493	51185	7427	192168	9634	168633	235925	174538	14560	21056	1515	9004	42308	9419	15099	1004	5404
"Verdah"	3950	16270	38475	5298	175342	7945	60722	38053	116170	13884	18473	1496	6435	36498	8690	13907	948	4586
"Acralc"	11959	32858	61098	9503	121742	10802	172982	397043	228084	11602	21246	1514	4909	24142	6043	8357	694	4469
"Fusoxy"	6656	52780	34449	13671	269930	9465	213780	154724	128728	18219	10203	597	16362	54083	13714	18991	881	2406
"Gibmon"	4291	33700	22368	9128	196809	7219	138343	95546	83881	13235	6378	371	11248	38612	9572	13170	556	1677
"Nechae"	6213	32655	38467	9365	246407	8079	146083	133963	143442	19738	13379	819	11423	46267	11496	15647	932	3067
"Triree"	3506	18317	34189	4930	162383	6901	77916	68721	112977	12232	15307	1156	8326	37884	9549	16422	893	3345
"Cormil"	3753	24860	38794	5205	141395	6648	106320	115906	112073	11662	18979	2324	6240	30627	7209	12928	853	5052
"Beabas"	3656	30159	33910	6488	159136	5943	114843	75422	99845	11669	15477	1708	8316	36010	8249	14303	759	3888
"Metacr"	4559	36876	32815	8211	192166	6186	148105	130876	115508	15082	12822	923	9856	42499	11693	12544	688	2698
"Neogan"	2677	30041	19733	6193	135686	3580	139246	137139	70633	10020	7847	553	7963	30453	9453	7888	434	1716
"Peripo"	3757	33865	25340	8585	182329	4696	127346	55944	90382	12420	9380	696	10522	38644	8945	12589	610	2100
"Acitak"	3469	76278	31746	9942	167531	7070	360686	692572	121348	12341	13560	1311	12225	41357	9812	14491	844	2980
"Clafus"	3206	92501	25409	11774	160987	5347	433788	737551	88460	11035	10808	915	10270	39024	10042	12175	487	2245
"Epityp"	2394	47100	19603	7991	137222	3535	264001	373194	72929	10262	8233	605	7219	32475	10192	8279	503	1731
"Apimon"	6806	32436	47687	8182	232004	8674	145734	105656	167751	18504	18906	1611	13848	51687	12167	17498	1177	4619
"Magory"	6786	40406	45549	7830	172986	10609	143845	88848	155566	14146	18100	1349	8888	39214	8797	16465	1353	4239
"Gaegra"	6435	30188	64662	4436	173698	7618	113761	115752	213474	16561	33578	3754	7086	39400	7461	17816	1488	7265
"Ophcla"	2074	20251	13211	3751	62761	2595	77875	67596	49472	4634	4807	329	3009	14196	2963	6005	365	1401
"Crypa2"	4573	34858	33106	9325	187267	5859	137651	89344	113370	13077	13217	977	12106	42184	9047	23142	1606	3253
"Grocla"	5767	16531	49083	3230	106212	3020	69452	84303	132437	8240	21779	1651	5866	26912	5525	17759	1068	3754
"Sormac"	7321	25404	39992	6717	169126	9460	89836	59846	138673	13320	12748	899	6862	33462	8853	10024	498	3683
"Neucra"	6275	39127	36490	7533	156293	10750	168025	143082	128218	12050	12019	751	6490	31437	8227	9620	497	3226
"Mycthe"	5625	25403	46864	7086	119875	7387	104190	136099	173607	9497	20531	2116	4729	27695	5742	12146	952	4895
"Chathe"	3964	18366	28388	4170	123357	4655	68152	52477	99109	9078	10948	734	6027	26897	5513	11479	674	2403
"Thiter"	5077	16441	56511	5161	121264	5989	70835	86312	186060	10557	27661	2789	4517	27600	4584	15524	1198	6804
"Geodes"	2749	24315	18142	6420	105688	3353	95935	71210	66016	7761	6352	587	6520	21889	5385	7471	290	2341
"Oidmai"	4552	56361	26793	12232	171993	5981	211437	168635	108237	12131	8623	609	11339	37261	8692	16367	757	1867
"Marbru"	9241	65558	32247	13299	123043	8033	300573	592611	112969	9420	9104	1199	10181	29056	6488	10529	495	2082
"Botfuc"	4166	83763	14760	16205	161205	5291	287457	149547	58926	8772	3139	192	14032	34060	10261	8936	266	1021
"Sclscl"	3991	74896	13229	13736	142085	5154	263838	157880	55145	7780	2546	207	13583	27404	8195	7802	286	824
"Glaloz"	4295	56783	18882	12649	143865	5385	196991	112867	71742	8531	4800	304	8468	30676	9218	9333	311	1490
"Erypis"	4571	189577	18093	22414	232579	6008	657631	471707	72457	11960	4002	361	18325	47920	16369	12600	350	719
"Blugra"	10201	203892	45224	30334	401857	11437	665056	391755	167650	24394	12967	591	24151	79386	24392	29103	1058	2167
"Exoder"	4550	19261	26517	5764	119066	5124	70413	41430	94707	9578	8750	664	5767	24215	5703	10897	483	2212
"Artben"	2994	20242	17850	4875	94227	3248	72859	56926	65489	8449	6089	373	6928	18613	4264	8939	498	1194
"Trirub"	2902	21344	17324	4844	92389	3136	76938	60931	63034	8100	5733	350	6825	18127	4122	8655	471	1112
"Ajecap"	3354	47466	16699	9490	120878	3041	161004	102444	71022	8641	5027	355	8110	26034	6701	9476	463	1300
"Parbra"	2724	49744	13095	8975	115355	2678	177882	142777	60237	7730	3623	216	8234	24443	6504	9748	416	883
"Cocpos"	3335	39990	17406	8548	107189	2923	135105	91100	73244	7794	5265	298	7710	22762	5609	8742	412	1376
"Uncree"	3174	29427	16930	7422	89665	2448	95692	54870	68361	7195	5209	323	5850	17780	4076	7327	373	1327
"Ascapi"	2871	23624	13350	5637	95242	2368	99734	40184	42884	5015	3512	213	7132	19069	4497	6868	208	1186
"Aspfum"	4131	25566	21732	7089	126674	4507	96872	59964	84569	9331	6473	474	7475	25026	5585	11434	597	1957
"Pendig"	4140	34010	18135	7404	112124	3797	111616	57489	73428	8324	4662	290	6595	23419	6226	7493	386	1689
"Talmar"	4588	33512	19139	8392	122048	4032	127559	68897	70443	8117	4882	296	8969	25966	6995	7347	295	1438
"Neofis"	4870	29825	25956	8130	142151	5181	115921	78273	97826	10654	7811	570	8583	27814	6163	13614	825	2362
"Eurher"	4636	26912	20295	7679	112562	3827	100406	56213	84323	8756	4938	373	7479	23008	5577	8320	393	1783
"Xanpar"	5405	28168	26467	8255	124276	6179	104973	88031	101100	9646	8083	530	6643	24626	5577	10412	617	2207
"Clagra"	3559	54068	18633	9680	142669	5706	236410	243987	73486	9258	5830	364	10151	30274	6585	10644	505	1326
"Didexi"	4634	18608	27533	5086	147734	6056	81961	76289	83764	9865	10205	1064	7366	38484	8357	20010	914	3103
"Coclun"	3625	23070	21550	5989	165561	5415	83465	49153	72751	12893	7436	580	9203	39372	9351	11833	525	1800
"Settur"	3530	24162	26577	6411	205277	5243	96672	90169	86915	17267	11002	1097	11534	52099	12179	15550	741	2449
"Pyrter"	4799	22330	24704	5735	178293	6655	84766	57773	81522	13543	7988	611	9371	44217	11924	11905	510	2024
"Altarb"	4414	21841	22208	6307	175775	6578	81367	49496	76034	12228	6687	491	9739	43120	10688	12947	577	1881
"Phanod"	4163	29145	24696	7375	186818	5666	114016	87456	85037	12613	8655	631	10980	46879	10886	15205	623	2583
"Aurpul"	2620	19150	13709	5061	138626	3820	71094	31739	44114	8672	4305	247	7719	30319	7377	10359	446	1072
"Clasph"	3162	14472	31225	4224	119736	3613	50475	21152	95834	8019	14375	1293	5382	28665	5124	12130	750	4234
"Zascel"	4332	22807	31932	7747	179081	4715	75318	36092	102492	12934	12031	813	9047	42726	9248	16640	734	3608
"Cerzea"	4202	31826	28067	8861	147339	4414	133455	166489	101092	9596	10770	896	8909	37988	8289	15284	585	2575
"Zymard"	4436	20663	30204	6705	147011	4292	68102	32264	108460	10017	10852	707	7437	34828	6977	11456	514	3453
"Mycpop"	3934	22164	23035	7919	120351	8457	78596	57179	87491	7996	7709	585	6283	33181	12362	11416	565	1941
"Baucom"	3715	7464	25749	2282	105629	3788	31916	23133	82464	6476	9207	670	5626	26524	4441	11151	499	2485
"Macpha"	6940	40718	57800	10016	186536	5794	153987	155547	190767	14030	24774	2342	9144	43275	7365	20605	1159	6623
"Aciric"	3972	39302	24995	8259	129345	3192	128490	73912	90172	7848	8973	749	8302	31287	6889	9935	395	2282
"Clalus"	1315	18618	5686	3468	50120	1171	67559	36122	20606	3149	1698	183	3774	11316	3262	2714	91	490
"Metfru"	3073	48469	15556	8299	107588	2590	153152	62114	53682	5819	5008	359	7065	22647	5908	5555	301	1502
"Hypbur"	1942	38651	4439	4803	30238	1663	154843	104718	14709	1930	369	15	2710	4501	1699	1403	17	224
"Lipsta"	3358	31490	15389	6328	76419	2788	115976	66056	54399	4323	4416	395	5560	18037	4342	6360	202	1256
"Saccer"	1439	32022	3791	3987	35965	1718	104107	70653	13151	2159	540	35	3215	7367	2464	2203	83	234
"Pactan"	740	58576	1552	3817	26002	878	202105	142082	5529	1161	141	23	3005	4566	2040	2135	54	71
"Vanpol"	1782	48661	2973	5897	34303	2470	192124	141326	7543	1763	125	3	4152	6646	2887	1588	34	121
"Klumar"	1508	20162	3739	3853	33510	1833	76281	55057	14423	2215	476	30	2874	7077	2355	2030	74	267
"Naucas"	994	33244	2478	4659	35291	1764	121117	82968	9325	2637	254	9	3373	6319	2553	1639	72	142
"Dekbru"	1248	26681	4849	3988	35518	994	92705	64892	22315	1427	1219	34	3924	8249	2307	2368	61	218
"Kompas"	987	17592	2588	3141	29125	1276	64796	37387	10249	1851	364	14	2084	5462	1916	1922	69	151
"Lacklu"	2101	23917	5879	3255	36278	1950	75757	53610	17563	2471	933	44	2424	8239	2794	3027	109	449
"Cybjad"	2087	16659	6030	3812	47301	1962	63285	39959	18696	4053	871	20	2635	9069	3421	2367	52	648
"Wicano"	1504	85235	3743	10136	74826	2293	311232	182753	10605	4000	319	23	5400	11136	5332	3049	63	143
"Pickud"	1254	25418	3256	3775	34411	1393	90024	55418	11222	1966	460	17	3081	7817	2945	2139	51	185
"Canalb"	1005	47913	2314	4780	35184	1313	197072	116783	8166	2009	197	6	3875	6433	2928	1485	42	110
"Ogapar"	1294	14072	6532	2312	29342	1029	46616	19945	21584	2009	2075	187	1497	6057	1768	2982	81	495
"Meygui"	2066	19864	5721	3356	38396	1943	75046	30093	18512	3278	821	83	2647	6964	2184	1790	103	400
"Debhan"	1113	35433	2717	4919	32425	1299	136044	92643	9090	1716	258	15	4045	6550	2331	1453	25	131
"Babino"	3763	17486	13106	3222	53759	3176	61025	50914	45356	4008	2481	270	3677	12523	3531	2492	140	1255
"Spapas"	1632	34192	3879	5173	42882	1657	140073	86276	13377	3021	317	15	4035	7912	3199	1639	49	254
"Lodelo"	1405	33617	3428	3152	38109	1600	137380	81351	10732	2296	388	13	4323	8625	3374	2590	60	203
"Ascrub"	1118	68896	3433	5832	35406	707	250562	167098	10789	1919	611	33	3104	6480	2370	2246	43	252
"Hanval"	322	40348	828	2465	19699	461	146893	127523	2317	911	15	0	1906	3725	2060	818	26	26
"Nadful"	1921	30670	6734	4335	36782	2364	115552	90129	21445	2344	1283	73	2422	6334	2138	1648	61	404
